province,city,link,zip
Agusan del Norte,Tubay,Tagpangahoy,8606
Agusan del Norte,Tubay,Tinigbasan,8606
Agusan del Norte,Tubay,Victory,8606
Agusan del Sur,Bayugan City,Berseba,8502
Agusan del Sur,Bayugan City,Bucac,8502
Agusan del Sur,Bayugan City,Cagbas,8502
Agusan del Sur,Bayugan City,Calaitan,8502
Agusan del Sur,Bayugan City,Canayugan,8502
Agusan del Sur,Bayugan City,Charito,8502
Agusan del Sur,Bayugan City,Claro Cortez,8502
Agusan del Sur,Bayugan City,Fili,8502
Agusan del Sur,Bayugan City,Gamao,8502
Agusan del Sur,Bayugan City,Getsemane,8502
Agusan del Sur,Bayugan City,Grace Estate,8502
Agusan del Sur,Bayugan City,Hamogaway,8502
Agusan del Sur,Bayugan City,Katipunan,8502
Agusan del Sur,Bayugan City,Mabuhay,8502
Agusan del Sur,Bayugan City,Magkiangkang,8502
Agusan del Sur,Bayugan City,Mahayag,8502
Agusan del Sur,Bayugan City,Marcelina,8502
Agusan del Sur,Bayugan City,Maygatasan,8502
Agusan del Sur,Bayugan City,Montivesta,8502
Agusan del Sur,Bayugan City,Mt. Ararat,8502
Agusan del Sur,Bayugan City,Mt. Carmel,8502
Agusan del Sur,Bayugan City,Mt. Olive,8502
Agusan del Sur,Bayugan City,New Salem,8502
Agusan del Sur,Bayugan City,Noli,8502
Agusan del Sur,Bayugan City,Osme,8502
Agusan del Sur,Bayugan City,Panaytay,8502
Agusan del Sur,Bayugan City,Pinagalaan,8502
Agusan del Sur,Bayugan City,Poblacion,8502
Agusan del Sur,Bayugan City,Sagmone,8502
Agusan del Sur,Bayugan City,Saguma,8502
Agusan del Sur,Bayugan City,Salvacion,8502
Agusan del Sur,Bayugan City,San Agustin,8502
Agusan del Sur,Bayugan City,San Isidro,8502
Agusan del Sur,Bayugan City,San Juan,8502
Agusan del Sur,Bayugan City,Santa Irene,8502
Agusan del Sur,Bayugan City,Santa Teresita,8502
Agusan del Sur,Bayugan City,Santo Ni,8502
Agusan del Sur,Bayugan City,Taglatawan,8502
Agusan del Sur,Bayugan City,Taglibas,8502
Agusan del Sur,Bayugan City,Tagubay,8502
Agusan del Sur,Bayugan City,Verdu,8502
Agusan del Sur,Bayugan City,Villa Undayon,8502
Agusan del Sur,Bayugan City,Wawa,8502
Agusan del Sur,Bunawan,Bunawan Brook,8506
Agusan del Sur,Bunawan,Consuelo,8506
Agusan del Sur,Bunawan,Imelda,8506
Agusan del Sur,Bunawan,Libertad,8506
Agusan del Sur,Bunawan,Mambalili,8506
Agusan del Sur,Bunawan,Nueva Era,8506
Agusan del Sur,Bunawan,Poblacion,8506
Agusan del Sur,Bunawan,San Andres,8506
Agusan del Sur,Bunawan,San Marcos,8506
Agusan del Sur,Bunawan,San Teodoro,8506
Agusan del Sur,Esperanza,Agoho,5407
Agusan del Sur,Esperanza,Agsabu,8513
Agusan del Sur,Esperanza,Aguinaldo,8513
Agusan del Sur,Esperanza,Ala,9806
Agusan del Sur,Esperanza,Almero,5407
Agusan del Sur,Esperanza,Anolingan,8513
Agusan del Sur,Esperanza,Bakingking,8513
Agusan del Sur,Esperanza,Balubo,8513
Agusan del Sur,Esperanza,Baras,5407
Agusan del Sur,Esperanza,Bentahon,8513
Agusan del Sur,Esperanza,Bunaguit,8513
Agusan del Sur,Esperanza,Catmonon,8513
Agusan del Sur,Esperanza,Cebulan,8513
Agusan del Sur,Esperanza,Concordia,8513
Agusan del Sur,Esperanza,Crossing Luna,8513
Agusan del Sur,Esperanza,Cubo,8513
Agusan del Sur,Esperanza,Dakutan,8513
Agusan del Sur,Esperanza,Daladap,9806
Agusan del Sur,Esperanza,Domorog,5407
Agusan del Sur,Esperanza,Duangan,8513
Agusan del Sur,Esperanza,Dukay,9806
Agusan del Sur,Esperanza,Guadalupe,5407
Agusan del Sur,Esperanza,Guadalupe,8513
Agusan del Sur,Esperanza,Guiamalia,9806
Agusan del Sur,Esperanza,Guibonon,8513
Agusan del Sur,Esperanza,Hawilian,8513
Agusan del Sur,Esperanza,Ilian,9806
Agusan del Sur,Esperanza,Iligan,5407
Agusan del Sur,Esperanza,Kalabuan,8513
Agusan del Sur,Esperanza,Kangkong,9806
Agusan del Sur,Esperanza,Kinamaybay,8513
Agusan del Sur,Esperanza,Labangtaytay,5407
Agusan del Sur,Esperanza,Labao,8513
Agusan del Sur,Esperanza,Labrador,5407
Agusan del Sur,Esperanza,Laguinding,9806
Agusan del Sur,Esperanza,Langag,8513
Agusan del Sur,Esperanza,Libertad,5407
Agusan del Sur,Esperanza,Maasin,8513
Agusan del Sur,Esperanza,Mac-Arthur,8513
Agusan del Sur,Esperanza,Magsaysay,5407
Agusan del Sur,Esperanza,Magsaysay,9806
Agusan del Sur,Esperanza,Mahagcot,8513
Agusan del Sur,Esperanza,Maliwanag,8513
Agusan del Sur,Esperanza,Margues,9806
Agusan del Sur,Esperanza,Masbaranon,5407
Agusan del Sur,Esperanza,Milagros,8513
Agusan del Sur,Esperanza,Nato,8513
Agusan del Sur,Esperanza,New Gingoog,8513
Agusan del Sur,Esperanza,New Panay,9806
Agusan del Sur,Esperanza,Numo,9806
Agusan del Sur,Esperanza,Odiong,8513
Agusan del Sur,Esperanza,Oro,8513
Agusan del Sur,Esperanza,Paitan,9806
Agusan del Sur,Esperanza,Pamantingan,9806
Agusan del Sur,Esperanza,Piglawigan,8513
Agusan del Sur,Esperanza,Poblacion,5407
Agusan del Sur,Esperanza,Poblacion,8513
Agusan del Sur,Esperanza,Poblacion,9806
Agusan del Sur,Esperanza,Potingbato,5407
Agusan del Sur,Esperanza,Remedios,8513
Agusan del Sur,Esperanza,Rizal,5407
Agusan del Sur,Esperanza,Sagasa,9806
Agusan del Sur,Esperanza,Salabaca,9806
Agusan del Sur,Esperanza,Saliao,9806
Agusan del Sur,Esperanza,Salug,8513
Agusan del Sur,Esperanza,Salumping,9806
Agusan del Sur,Esperanza,San Isidro,8513
Agusan del Sur,Esperanza,San Jose,8513
Agusan del Sur,Esperanza,San Roque,5407
Agusan del Sur,Esperanza,San Toribio,8513
Agusan del Sur,Esperanza,San Vicente,8513
Agusan del Sur,Esperanza,Santa Fe,8513
Agusan del Sur,Esperanza,Santiago,5407
Agusan del Sur,Esperanza,Segunda,8513
Agusan del Sur,Esperanza,Sinakungan,8513
Agusan del Sur,Esperanza,Sorosimbajan,5407
Agusan del Sur,Esperanza,Tagabase,8513
Agusan del Sur,Esperanza,Taganahaw,8513
Agusan del Sur,Esperanza,Tagbalili,8513
Agusan del Sur,Esperanza,Tahina,8513
Agusan del Sur,Esperanza,Tandang Sora,8513
Agusan del Sur,Esperanza,Tawad,5407
Agusan del Sur,Esperanza,Tunga,5407
Agusan del Sur,Esperanza,Valentina,8513
Agusan del Sur,Esperanza,Villa,5407
Agusan del Sur,Esperanza,Villamor,9806
Agusan del Sur,La Paz,Angeles,8508
Agusan del Sur,La Paz,Bagacay East,6508
Agusan del Sur,La Paz,Bagacay West,6508
Agusan del Sur,La Paz,Balanoy,2314
Agusan del Sur,La Paz,Bantog-Caricutan,2314
Agusan del Sur,La Paz,Bataan,8508
Agusan del Sur,La Paz,Benben (Bonbon),2826
Agusan del Sur,La Paz,Bocawon,6508
Agusan del Sur,La Paz,Bongtod,6508
Agusan del Sur,La Paz,Bulbulala,2826
Agusan del Sur,La Paz,Buli,2826
Agusan del Sur,La Paz,Buracan,6508
Agusan del Sur,La Paz,Caabangan,6508
Agusan del Sur,La Paz,Cacao,6508
Agusan del Sur,La Paz,Cagngaran,6508
Agusan del Sur,La Paz,Calabnian,6508
Agusan del Sur,La Paz,Calaghusan,6508
Agusan del Sur,La Paz,Caltayan,6508
Agusan del Sur,La Paz,Canan (Gapan),2826
Agusan del Sur,La Paz,Canba,6508
Agusan del Sur,La Paz,Caramutan,2314
Agusan del Sur,La Paz,Caut,2314
Agusan del Sur,La Paz,Cogon,6508
Agusan del Sur,La Paz,Comillas,2314
Agusan del Sur,La Paz,Comota,8508
Agusan del Sur,La Paz,Dumarais,2314
Agusan del Sur,La Paz,Duyog,6508
Agusan del Sur,La Paz,Gimenarat East,6508
Agusan del Sur,La Paz,Gimenarat West,6508
Agusan del Sur,La Paz,Guevarra,2314
Agusan del Sur,La Paz,Halapitan,8508
Agusan del Sur,La Paz,Kapanikian,2314
Agusan del Sur,La Paz,Kasapa II,8508
Agusan del Sur,La Paz,La Purisima,2314
Agusan del Sur,La Paz,Langasian,8508
Agusan del Sur,La Paz,Lara,2314
Agusan del Sur,La Paz,Laungcupang,2314
Agusan del Sur,La Paz,Liguis,2826
Agusan del Sur,La Paz,Limba,6508
Agusan del Sur,La Paz,Lomboy,2314
Agusan del Sur,La Paz,Lubi-lubi,6508
Agusan del Sur,La Paz,Luneta,6508
Agusan del Sur,La Paz,Lydia,8508
Agusan del Sur,La Paz,Macalong,2314
Agusan del Sur,La Paz,Mag-aso,6508
Agusan del Sur,La Paz,Malabbaga,2826
Agusan del Sur,La Paz,Matayumtayum,2314
Agusan del Sur,La Paz,Mayang,2314
Agusan del Sur,La Paz,Moroboro,6508
Agusan del Sur,La Paz,Motrico,2314
Agusan del Sur,La Paz,Mudeng,2826
Agusan del Sur,La Paz,Osme,8508
Agusan del Sur,La Paz,Paludpud,2314
Agusan del Sur,La Paz,Panagangan,8508
Agusan del Sur,La Paz,Pansud,6508
Agusan del Sur,La Paz,Pawa,6508
Agusan del Sur,La Paz,Pidipid,2826
Agusan del Sur,La Paz,Piliway,6508
Agusan del Sur,La Paz,Poblacion,2826
Agusan del Sur,La Paz,Poblacion,8508
Agusan del Sur,La Paz,Poblacion District 1,6508
Agusan del Sur,La Paz,Poblacion District 2,6508
Agusan del Sur,La Paz,Poblacion District 3,6508
Agusan del Sur,La Paz,Poblacion District 4,6508
Agusan del Sur,La Paz,Quiong,6508
Agusan del Sur,La Paz,Rizal,2314
Agusan del Sur,La Paz,Rizal,6508
Agusan del Sur,La Paz,Sabang Adgawan,8508
Agusan del Sur,La Paz,Sagunto,8508
Agusan del Sur,La Paz,San Gregorio,2826
Agusan del Sur,La Paz,San Isidro (Pob.),2314
Agusan del Sur,La Paz,San Patricio,8508
Agusan del Sur,La Paz,San Roque (Pob.),2314
Agusan del Sur,La Paz,San Victoray,6508
Agusan del Sur,La Paz,Santa Ana,6508
Agusan del Sur,La Paz,Santa Elena,6508
Agusan del Sur,La Paz,Sierra,2314
Agusan del Sur,La Paz,Tabang,6508
Agusan del Sur,La Paz,Tarugan,6508
Agusan del Sur,La Paz,Toon,2826
Agusan del Sur,La Paz,Udangan,2826
Agusan del Sur,La Paz,Valentina,8508
Agusan del Sur,La Paz,Villa Paz,8508
Agusan del Sur,Loreto,Binucayan,8507
Agusan del Sur,Loreto,Carmen (Pob.),8415
Agusan del Sur,Loreto,Esperanza,8415
Agusan del Sur,Loreto,Ferdinand,8415
Agusan del Sur,Loreto,Helene,8415
Agusan del Sur,Loreto,Johnson,8507
Agusan del Sur,Loreto,Kasapa,8507
Agusan del Sur,Loreto,Katipunan,8507
Agusan del Sur,Loreto,Kauswagan,8507
Agusan del Sur,Loreto,Liberty,8415
Agusan del Sur,Loreto,Magaud,8507
Agusan del Sur,Loreto,Magsaysay,8415
Agusan del Sur,Loreto,Nueva Gracia,8507
Agusan del Sur,Loreto,Panamaon,8415
Agusan del Sur,Loreto,Poblacion,8507
Agusan del Sur,Loreto,Sabud,8507
Agusan del Sur,Loreto,San Isidro,8507
Agusan del Sur,Loreto,San Juan (Pob.),8415
Agusan del Sur,Loreto,San Mariano,8507
Agusan del Sur,Loreto,San Vicente,8507
Agusan del Sur,Loreto,Santa Cruz (Pob.),8415
Agusan del Sur,Loreto,Santa Teresa,8507
Agusan del Sur,Loreto,Santiago (Pob.),8415
Agusan del Sur,Loreto,Santo Ni,8507
Agusan del Sur,Loreto,Santo Tomas,8507
Agusan del Sur,Loreto,Violanta,8507
Agusan del Sur,Loreto,Waloe,8507
Agusan del Sur,Prosperidad,Aurora,8500
Agusan del Sur,Prosperidad,Awa,8500
Agusan del Sur,Prosperidad,Azpetia,8500
Agusan del Sur,Prosperidad,La Caridad,8500
Agusan del Sur,Prosperidad,La Perian,8500
Agusan del Sur,Prosperidad,La Purisima,8500
Agusan del Sur,Prosperidad,La Suerte,8500
Agusan del Sur,Prosperidad,La Union,8500
Agusan del Sur,Prosperidad,Las Navas,8500
Agusan del Sur,Prosperidad,Libertad,8500
Agusan del Sur,Prosperidad,Los Arcos,8500
Agusan del Sur,Prosperidad,Lucena,8500
Agusan del Sur,Prosperidad,Mabuhay,8500
Agusan del Sur,Prosperidad,Magsaysay,8500
Agusan del Sur,Prosperidad,Mapaga,8500
Agusan del Sur,Prosperidad,Napo,8500
Agusan del Sur,Prosperidad,New Maug,8500
Agusan del Sur,Prosperidad,Patin-ay,8500
Agusan del Sur,Prosperidad,Poblacion (Bahbah),8500
Agusan del Sur,Prosperidad,Salimbogaon,8500
Agusan del Sur,Prosperidad,Salvacion,8500
Agusan del Sur,Prosperidad,San Joaquin,8500
Agusan del Sur,Prosperidad,San Jose,8500
Agusan del Sur,Prosperidad,San Lorenzo,8500
Agusan del Sur,Prosperidad,San Martin,8500
Agusan del Sur,Prosperidad,San Pedro,8500
Agusan del Sur,Prosperidad,San Rafael,8500
Agusan del Sur,Prosperidad,San Roque,8500
Agusan del Sur,Prosperidad,San Salvador,8500
Agusan del Sur,Prosperidad,San Vicente,8500
Agusan del Sur,Prosperidad,Santa Irene,8500
Agusan del Sur,Prosperidad,Santa Maria,8500
Agusan del Sur,Rosario,Aguada,6416
Agusan del Sur,Rosario,Alipang,2506
Agusan del Sur,Rosario,Alupay,4225
Agusan del Sur,Rosario,Ambangonan,2506
Agusan del Sur,Rosario,Amlang,2506
Agusan del Sur,Rosario,Antipolo,4225
Agusan del Sur,Rosario,Bacani,2506
Agusan del Sur,Rosario,Bagbag I,4106
Agusan del Sur,Rosario,Bagbag II,4106
Agusan del Sur,Rosario,Bagong Pook,4225
Agusan del Sur,Rosario,Balibago,4225
Agusan del Sur,Rosario,Bangar,2506
Agusan del Sur,Rosario,Bani,2506
Agusan del Sur,Rosario,Bantolinao,6416
Agusan del Sur,Rosario,Barangay A (Pob.),4225
Agusan del Sur,Rosario,Barangay B (Pob.),4225
Agusan del Sur,Rosario,Barangay C (Pob.),4225
Agusan del Sur,Rosario,Barangay D (Pob.),4225
Agusan del Sur,Rosario,Barangay E (Pob.),4225
Agusan del Sur,Rosario,Bayawang,4225
Agusan del Sur,Rosario,Baybayin,4225
Agusan del Sur,Rosario,Bayugan 3,8504
Agusan del Sur,Rosario,Benteng-Sapilang,2506
Agusan del Sur,Rosario,Buenavista,6416
Agusan del Sur,Rosario,Bulihan,4225
Agusan del Sur,Rosario,Cabantao,8504
Agusan del Sur,Rosario,Cabawan,8504
Agusan del Sur,Rosario,Cadumanian,2506
Agusan del Sur,Rosario,Cahigam,4225
Agusan del Sur,Rosario,Calantas,4225
Agusan del Sur,Rosario,Camp One,2506
Agusan del Sur,Rosario,Carunuan East,2506
Agusan del Sur,Rosario,Carunuan West,2506
Agusan del Sur,Rosario,Casilagan,2506
Agusan del Sur,Rosario,Cataguingtingan,2506
Agusan del Sur,Rosario,Colongan,4225
Agusan del Sur,Rosario,Commonwealth,6416
Agusan del Sur,Rosario,Concepcion,2506
Agusan del Sur,Rosario,Damortis,2506
Agusan del Sur,Rosario,Guindaulan,6416
Agusan del Sur,Rosario,Gumot-Nagcolaran,2506
Agusan del Sur,Rosario,Inabaan Norte,2506
Agusan del Sur,Rosario,Inabaan Sur,2506
Agusan del Sur,Rosario,Itlugan,4225
Agusan del Sur,Rosario,Jamoog,6416
Agusan del Sur,Rosario,Kailingan,6416
Agusan del Sur,Rosario,Kanluran,4106
Agusan del Sur,Rosario,Leviste (Tubahan),4225
Agusan del Sur,Rosario,Libuac,8504
Agusan del Sur,Rosario,Ligaya,6416
Agusan del Sur,Rosario,Ligtong I,4106
Agusan del Sur,Rosario,Ligtong II,4106
Agusan del Sur,Rosario,Ligtong III,4106
Agusan del Sur,Rosario,Ligtong IV,4106
Agusan del Sur,Rosario,Lumbangan,4225
Agusan del Sur,Rosario,Maalas-As,4225
Agusan del Sur,Rosario,Mabato,4225
Agusan del Sur,Rosario,Mabunga,4225
Agusan del Sur,Rosario,Macalamcam A,4225
Agusan del Sur,Rosario,Macalamcam B,4225
Agusan del Sur,Rosario,Malaya,4225
Agusan del Sur,Rosario,Maligaya,4225
Agusan del Sur,Rosario,Maligaya,8504
Agusan del Sur,Rosario,Marcos,2506
Agusan del Sur,Rosario,Marfil,8504
Agusan del Sur,Rosario,Marilag,4225
Agusan del Sur,Rosario,Masaya,4225
Agusan del Sur,Rosario,Matamis,4225
Agusan del Sur,Rosario,Mavalor,4225
Agusan del Sur,Rosario,Mayuro,4225
Agusan del Sur,Rosario,Muzon I,4106
Agusan del Sur,Rosario,Muzon II,4106
Agusan del Sur,Rosario,Nagtagaan,2506
Agusan del Sur,Rosario,Namuco,4225
Agusan del Sur,Rosario,Namunga,4225
Agusan del Sur,Rosario,Nangcamotian,2506
Agusan del Sur,Rosario,Nasi,4225
Agusan del Sur,Rosario,Natu,4225
Agusan del Sur,Rosario,Novele,8504
Agusan del Sur,Rosario,Palakpak,4225
Agusan del Sur,Rosario,Parasapas,2506
Agusan del Sur,Rosario,Pinagsibaan,4225
Agusan del Sur,Rosario,Poblacion,4106
Agusan del Sur,Rosario,Poblacion,6416
Agusan del Sur,Rosario,Poblacion,8504
Agusan del Sur,Rosario,Poblacion East,2506
Agusan del Sur,Rosario,Poblacion West,2506
Agusan del Sur,Rosario,Putingkahoy,4225
Agusan del Sur,Rosario,Puzon,2506
Agusan del Sur,Rosario,Quilib,4225
Agusan del Sur,Rosario,Rabon,2506
Agusan del Sur,Rosario,Salao,4225
Agusan del Sur,Rosario,Salhag,6416
Agusan del Sur,Rosario,San Carlos,4225
Agusan del Sur,Rosario,San Ignacio,4225
Agusan del Sur,Rosario,San Isidro,4225
Agusan del Sur,Rosario,San Jose,2506
Agusan del Sur,Rosario,San Jose,4225
Agusan del Sur,Rosario,San Lorenzo,6416
Agusan del Sur,Rosario,San Roque,4225
Agusan del Sur,Rosario,Santa Cruz,4225
Agusan del Sur,Rosario,Santa Cruz,8504
Agusan del Sur,Rosario,Sapa I,4106
Agusan del Sur,Rosario,Sapa II,4106
Agusan del Sur,Rosario,Sapa III,4106
Agusan del Sur,Rosario,Sapa IV,4106
Agusan del Sur,Rosario,Silangan I,4106
Agusan del Sur,Rosario,Silangan II,4106
Agusan del Sur,Rosario,Subusub,2506
Agusan del Sur,Rosario,Tabtabungao,2506
Agusan del Sur,Rosario,Tagbayagan,8504
Agusan del Sur,Rosario,Tanglag,2506
Agusan del Sur,Rosario,Tay-ac,2506
Agusan del Sur,Rosario,Tejeros Convention,4106
Agusan del Sur,Rosario,Timbugan,4225
Agusan del Sur,Rosario,Tiquiwan,4225
Agusan del Sur,Rosario,Tulos,4225
Agusan del Sur,Rosario,Udiao,2506
Agusan del Sur,Rosario,Vila,2506
Agusan del Sur,Rosario,Wasi-an,8504
Agusan del Sur,Rosario,Wawa I,4106
Agusan del Sur,Rosario,Wawa II,4106
Agusan del Sur,Rosario,Wawa III,4106
Agusan del Sur,San Francisco,Alegria,8501
Agusan del Sur,San Francisco,Anislagon,6613
Agusan del Sur,San Francisco,Barangay 1 (Pob.),8501
Agusan del Sur,San Francisco,Barangay 2 (Pob.),8501
Agusan del Sur,San Francisco,Barangay 3 (Pob.),8501
Agusan del Sur,San Francisco,Barangay 4 (Pob.),8501
Agusan del Sur,San Francisco,Barangay 5 (Pob.),8501
Agusan del Sur,San Francisco,Bayugan 2,8501
Agusan del Sur,San Francisco,Bitan-agan,8501
Agusan del Sur,San Francisco,Bongawisan,6613
Agusan del Sur,San Francisco,Bongbong,6613
Agusan del Sur,San Francisco,Borbon,8501
Agusan del Sur,San Francisco,Buenasuerte,8501
Agusan del Sur,San Francisco,Cabunga-an,6050
Agusan del Sur,San Francisco,Cahayag,6613
Agusan del Sur,San Francisco,Caimpugan,8501
Agusan del Sur,San Francisco,Campo,6050
Agusan del Sur,San Francisco,Causi,6613
Agusan del Sur,San Francisco,Central (Pob.),6613
Agusan del Sur,San Francisco,Consuelo,6050
Agusan del Sur,San Francisco,Dakit (Pob.),6613
Agusan del Sur,San Francisco,Das-agan,8501
Agusan del Sur,San Francisco,Ebro,8501
Agusan del Sur,San Francisco,Esperanza,6050
Agusan del Sur,San Francisco,Gabi,6613
Agusan del Sur,San Francisco,Habay,6613
Agusan del Sur,San Francisco,Himensulan,6050
Agusan del Sur,San Francisco,Hubang,8501
Agusan del Sur,San Francisco,Karaus,8501
Agusan del Sur,San Francisco,Ladgadan,8501
Agusan del Sur,San Francisco,Lapinigan,8501
Agusan del Sur,San Francisco,Lucac,8501
Agusan del Sur,San Francisco,Malico,6613
Agusan del Sur,San Francisco,Marayag,6613
Agusan del Sur,San Francisco,Mate,8501
Agusan del Sur,San Francisco,Montealegre,6050
Agusan del Sur,San Francisco,Napantao,6613
Agusan del Sur,San Francisco,New Visayas,8501
Agusan del Sur,San Francisco,Northern Poblacion,6050
Agusan del Sur,San Francisco,Ormaca,8501
Agusan del Sur,San Francisco,Pasanon,6613
Agusan del Sur,San Francisco,Pasta,8501
Agusan del Sur,San Francisco,Pinamudlan,6613
Agusan del Sur,San Francisco,Pisa-an,8501
Agusan del Sur,San Francisco,Punta,6613
Agusan del Sur,San Francisco,Rizal,8501
Agusan del Sur,San Francisco,San Isidro,6050
Agusan del Sur,San Francisco,San Isidro,8501
Agusan del Sur,San Francisco,Santa Ana,8501
Agusan del Sur,San Francisco,Santa Cruz,6050
Agusan del Sur,San Francisco,Santa Cruz,6613
Agusan del Sur,San Francisco,Santa Paz Norte,6613
Agusan del Sur,San Francisco,Santa Paz Sur,6613
Agusan del Sur,San Francisco,Santiago,6050
Agusan del Sur,San Francisco,Sonog,6050
Agusan del Sur,San Francisco,Southern Poblacion,6050
Agusan del Sur,San Francisco,Sudmon,6613
Agusan del Sur,San Francisco,Tagapua,8501
Agusan del Sur,San Francisco,Tinaan,6613
Agusan del Sur,San Francisco,Tuno,6613
Agusan del Sur,San Francisco,Ubos (Pob.),6613
Agusan del Sur,San Francisco,Unidos,6050
Agusan del Sur,San Francisco,Union,6050
Agusan del Sur,San Francisco,Western Poblacion,6050
Agusan del Sur,San Luis,Abiacao,4210
Agusan del Sur,San Luis,Anislagan,8511
Agusan del Sur,San Luis,Bacong,3201
Agusan del Sur,San Luis,Bagong Tubig,4210
Agusan del Sur,San Luis,Balagtasin,4210
Agusan del Sur,San Luis,Balit,8511
Agusan del Sur,San Luis,Balite,4210
Agusan del Sur,San Luis,Banoyo,4210
Agusan del Sur,San Luis,Barangay I (Pob.),3201
Agusan del Sur,San Luis,Barangay II (Pob.),3201
Agusan del Sur,San Luis,Barangay III (Pob.),3201
Agusan del Sur,San Luis,Barangay IV (Pob.),3201
Agusan del Sur,San Luis,Baylo,8511
Agusan del Sur,San Luis,Binicalan,8511
Agusan del Sur,San Luis,Boboy,4210
Agusan del Sur,San Luis,Bonliw,4210
Agusan del Sur,San Luis,Calumpang East,4210
Agusan del Sur,San Luis,Calumpang West,4210
Agusan del Sur,San Luis,Cecilia,8511
Agusan del Sur,San Luis,Coalicion,8511
Agusan del Sur,San Luis,Culi,8511
Agusan del Sur,San Luis,Dibalo,3201
Agusan del Sur,San Luis,Dibayabay,3201
Agusan del Sur,San Luis,Dibut,3201
Agusan del Sur,San Luis,Dikapinisan,3201
Agusan del Sur,San Luis,Dimanayat,3201
Agusan del Sur,San Luis,Dimasalang,8511
Agusan del Sur,San Luis,Diteki,3201
Agusan del Sur,San Luis,Ditumabo,3201
Agusan del Sur,San Luis,Do,8511
Agusan del Sur,San Luis,Don Alejandro,8511
Agusan del Sur,San Luis,Don Pedro,8511
Agusan del Sur,San Luis,Dulangan,4210
Agusan del Sur,San Luis,Durungao,4210
Agusan del Sur,San Luis,L. Pimentel,3201
Agusan del Sur,San Luis,Locloc,4210
Agusan del Sur,San Luis,Luya,4210
Agusan del Sur,San Luis,Mahabang Parang,4210
Agusan del Sur,San Luis,Mahagsay,8511
